,movie_id,name,first_score,last_score,genre
115,29143402,Tender Loving Care,-0.8658,-0.2263,Thriller
1869,4610981,Intensity,-0.5095,0.1779,Thriller
122,20632048,Savage Harvest,-0.4939,-0.2382,Thriller
2920,2804211,The Maddening,-0.296,-0.3875,Thriller
3356,1128463,Paparazzi,-0.5719,-0.9698,Thriller
56,6975303,Mister Frost,-0.6486,-0.8126,Thriller
2904,11671832,Sleuth,-0.6249,0.3612,Thriller
2094,18755554,The Big I Am,-0.7845,-0.7845,Thriller
1905,2642659,Sethurama Iyer CBI,-0.6486,0.5423,Thriller
1447,3371895,Drum,0.1779,-0.5719,Thriller
1060,13141411,Fierce People,-0.5627,0.1027,Thriller
1629,7692089,You're Next,-0.4767,-0.8271,Thriller
3389,29131916,Wanted,-0.5267,0.4019,Thriller
2394,4379279,Alag,-0.25,-0.4782,Thriller
664,123417,The Matrix Reloaded,-0.3818,-0.4404,Thriller
2934,25337747,Vanished,0.5574,0.5719,Thriller
986,2210017,Something Wicked This Way Comes,0.3804,0.7003,Thriller
1591,10210570,UnCivil Liberties,0.5106,-0.34,Thriller
2577,19011948,Love at Large,-0.079,-0.1854,Thriller
3067,2367145,The Thomas Crown Affair,-0.7184,0.3612,Thriller
533,21620211,Against the Dark,0.4019,-0.25,Thriller
1063,352795,Jaws 2,-0.4404,0.5719,Thriller
1212,4131876,Soul Survivors,-0.6705,0.2263,Thriller
344,15383448,Threshold,-0.25,0.2263,Thriller
3477,25080803,Bad Karma,-0.0772,0.7351,Thriller
1476,4052442,Sunset,0.6249,-0.296,Thriller
2332,24482536,Haunting Sarah,0.5859,-0.8779,Thriller
3167,19540016,Nasser Asphalt,0.4404,-0.3182,Thriller
3138,15150993,In the Electric Mist,-0.8225,0.25,Thriller
1544,34237533,Siddharth-The Prisoner,-0.5106,0.7579,Thriller
2982,17906864,Moonnam Mura,-0.6249,0.7906,Thriller
1138,9019882,Casino Royale,0.1779,-0.1531,Thriller
1396,6669665,Japan Sinks,-0.5994,0.7717,Thriller
811,13538989,A Blade in the Dark,-0.6124,0.5267,Thriller
772,14107883,Running Out of Time,-0.8316,0.6369,Thriller
647,27326285,The Tenth Circle,-0.802,0.1027,Thriller
2531,28236076,Sanctum,0.2263,0.3818,Thriller
3421,9383602,The Naked Edge,-0.9421,0.3182,Thriller
560,2144538,Side Street,-0.3818,-0.5627,Thriller
1734,29650834,Safe House,-0.5267,-0.34,Thriller
3335,1844854,The Day of the Dolphin,0.8271,-0.2732,Thriller
2061,1623233,Number Seventeen,-0.7579,0.34,Thriller
1745,1931788,Hannie Caulder,-0.6597,-0.765,Thriller
1435,16490795,Rasikkum Seemane,0.1779,0.4767,Thriller
2531,28236076,Sanctum,0.2263,0.3818,Thriller
1255,14955031,We'll Meet Again,-0.8271,-0.7269,Thriller
1609,703807,Mighty Morphin' Power Rangers: The Movie,0.4939,-0.5267,Thriller
2190,21013373,"Give 'em Hell, Malone",-0.5859,-0.7546,Thriller
20,24840023,Rebellion,-0.4404,-0.5859,Thriller
353,19096424,Poet's Pub,0.2263,0.2263,Thriller
1673,1633705,Niagara,-0.2263,0.4215,Thriller
605,13917204,Nothing but the Truth,0.4767,0.3182,Thriller
1048,32790377,Bright Angel,-0.4404,-0.4529,Thriller
868,21511956,The Case of the Scorpion's Tail,-0.6808,0.1027,Thriller
3590,11505804,Japan Sinks,-0.1779,0.3612,Thriller
3176,31991420,Elevator,0.7717,0.5949,Thriller
956,10505379,The Hunt for Eagle One,0.1531,-0.6369,Thriller
1152,7352271,Rendition,-0.8555,-0.0865,Thriller
2667,2155510,John Carpenter presents Body Bags,-0.5719,-0.5719,Thriller
3389,29131916,Wanted,-0.5267,0.4019,Thriller
1751,187103,Sudden Fear,0.4588,-0.2732,Thriller
2148,28722503,Final Destination 5,0.2023,-0.6407,Thriller
866,26396356,The Killing Time,-0.6124,-0.7964,Thriller
3359,14047780,Battle Beneath the Earth,0.5574,-0.34,Thriller
3204,18814709,Peacock,-0.886,-0.6597,Thriller
993,5971538,28 Weeks Later,-0.5423,-0.4939,Thriller
3152,33656303,Cassadaga,-0.836,-0.8481,Thriller
2698,489800,Rush Hour,-0.4767,0.5267,Thriller
3458,5667692,The Dancer Upstairs,-0.8689,0.4767,Thriller
847,3293089,Bulletproof,-0.34,0.25,Thriller
2878,19502184,Columbus Day,-0.765,-0.765,Thriller
1230,6629405,Stray Dog: Kerberos Panzer Cops,0.5423,-0.296,Thriller
3414,9856437,Redline,0.9068,0.0516,Thriller
3119,28648635,X-Men: First Class,-0.5994,0.296,Thriller
2818,28785611,Escape to Danger,-0.5994,-0.5994,Thriller
2903,18777685,Belly 2: Millionaire Boyz Club,-0.0772,-0.7351,Thriller
3631,871575,Avalon,-0.5574,-0.2263,Thriller
2945,11507737,Sherlock Holmes and the Baker Street Irregulars,-0.8979,-0.8979,Thriller
408,7533919,Police,-0.7579,-0.7579,Thriller
2172,26792725,The Candidate,-0.6249,-0.6908,Thriller
2735,1708667,Fear in the Night,-0.0516,-0.6249,Thriller
918,4276475,The Dark Knight,-0.4767,-0.4767,Thriller
2995,13769297,The Creeping Flesh,-0.4019,0.4646,Thriller
1093,31100425,Sarapancharam,-0.2732,-0.6486,Thriller
1387,1721437,Sleeping Dogs Lie,-0.8225,-0.8555,Thriller
2571,781629,S.W.A.T.,-0.296,0.6705,Thriller
971,15837920,Dream Girl,-0.0516,-0.0516,Thriller
862,18437254,Death Toll,-0.8271,0.7841,Thriller
840,3190591,Bulldog Jack,-0.6597,0.4939,Thriller
2762,25120274,To Live and Die in Mongkok,-0.7096,-0.5423,Thriller
2587,12746952,The Glass Key,0.7184,0.7184,Thriller
1849,13672363,See No Evil,-0.4767,0.4767,Thriller
1359,7714023,Steal,0.7506,-0.7469,Thriller
2313,33032322,Avinash,0.1027,0.1027,Thriller
998,17070479,I Come with the Rain,-0.8591,-0.7783,Thriller
3306,1389264,The Missing,0.4215,0.7845,Thriller
2156,18328543,Ten Dead Men,-0.8555,-0.9442,Thriller
520,3745465,Hellraiser: Hellseeker,-0.765,-0.7717,Thriller
652,22822904,Bindhaast,0.4767,0.1531,Thriller
1992,1729333,The Decks Ran Red,0.4215,-0.5984,Thriller
3164,10330695,Arcade,-0.4588,-0.3612,Thriller
232,18541737,The Bothersome Man,0.6808,-0.8591,Thriller
2635,14418816,Madame Sin,-0.7506,0.0772,Thriller
2396,25225101,Eyes in the Night,-0.2144,0.6597,Thriller
2190,21013373,"Give 'em Hell, Malone",-0.5859,-0.7546,Thriller
425,34006698,The Red Robin,0.4404,0.6705,Thriller
240,26138411,Prey,0.4019,-0.6956,Thriller
2242,31928499,Pseudo: Blood of Our Own,0.4404,0.872,Thriller
1585,12117643,The Signal,-0.5574,0.1779,Thriller
2767,23851782,The Ghost Train,0.6249,0.7409,Thriller
2883,458573,Pi,0.0772,0.5423,Thriller
138,5472338,The Clown Murders,0.802,-0.9535,Thriller
3263,74394,Invasion of the Body Snatchers,-0.765,0.296,Thriller
1884,19954049,The Attic Door,-0.25,-0.4215,Thriller
1562,32208443,The Devil's Rock,-0.7184,0.3612,Thriller
2206,17528498,A Colt Is My Passport,0.34,0.0516,Thriller
2633,5801352,Exterminator 2,0.4404,0.25,Thriller
544,17120757,One Tough Cop,-0.886,-0.6369,Thriller
293,13926072,The Void,0.3182,-0.6597,Thriller
105,12213607,Dick Tracy Meets Gruesome,-0.4019,0.4215,Thriller
1607,1688109,White Mischief,-0.25,-0.1901,Thriller
856,32546286,House of the Rising Sun,-0.296,-0.3182,Thriller
2609,27504596,White Night,-0.6597,-0.2263,Thriller
1521,7074043,Misery,0.0258,0.2247,Thriller
474,7604698,The Good Die Young,-0.3818,-0.4648,Thriller
1645,3887641,The Andromeda Strain,-0.3071,0.7184,Thriller
852,2563837,Femme Fatale,-0.25,-0.25,Thriller
3237,2852830,Aragami,-0.4588,0.2732,Thriller
3451,30352493,Handphone,0.6908,-0.4215,Thriller
1682,24165971,KGB: The Secret War,-0.25,-0.3612,Thriller
1803,18302086,Public Enemy Returns,-0.6597,-0.1154,Thriller
793,33061601,The Raid,-0.4404,-0.4019,Thriller
2392,10671108,Dirty,-0.34,0.6067,Thriller
2200,899442,Charade,0.7579,0.4215,Thriller
527,11125917,The Woman in Green,-0.5346,-0.6486,Thriller
90,9087548,Rogue Male,-0.5859,0.1779,Thriller
1544,34237533,Siddharth-The Prisoner,-0.5106,0.7579,Thriller
271,35826458,Penitentiary 2,0.4767,-0.8885,Thriller
747,26475211,Novaya Zemlya,-0.4939,-0.765,Thriller
1243,23286957,A Nightmare on Elm Street,0.4939,-0.6908,Thriller
254,27366970,The First 9½ Weeks,-0.7469,-0.7469,Thriller
3441,7238588,Unholy,-0.7906,0.2732,Thriller
1843,12478569,Nazar,0.5106,-0.1531,Thriller
2888,2183017,The Accidental Spy,-0.5574,0.3612,Thriller
1836,16676697,Arctic Blue,-0.3182,-0.3182,Thriller
2229,10507423,Marathon Man,-0.296,-0.4588,Thriller
3115,25861920,Two Came Back,0.2023,-0.8555,Thriller
1571,690918,The Entity,-0.8555,-0.2382,Thriller
3611,27492676,La Otra,0.7282,0.5994,Thriller
853,28978049,The Concrete Jungle,0.34,-0.4939,Thriller
3575,27963308,City Under Siege,0.4215,-0.4404,Thriller
1254,569790,Prime Cut,0.3818,-0.5994,Thriller
241,8530244,The Art of War 2,-0.886,-0.7876,Thriller
663,16271350,The Echo,-0.8555,0.4767,Thriller
2077,31122996,Dead Men Tell No Tales,-0.0772,-0.0772,Thriller
2807,2349235,Sehar,-0.5423,-0.7351,Thriller
2989,997174,Domestic Disturbance,0.1027,-0.765,Thriller
1681,648921,Face/Off,-0.743,0.7579,Thriller
238,2903798,The Bodyguard,-0.3182,-0.25,Thriller
669,13342147,Charlie Chan in London,-0.8625,-0.6908,Thriller
1270,15804268,Final Approach,-0.6597,0.6249,Thriller
614,3651016,The Face,-0.7269,-0.5267,Thriller
2360,5813191,The January Man,0.4767,-0.765,Thriller
643,1953082,The Wraith,-0.8271,-0.34,Thriller
2836,10386609,Frauengefängnis,-0.9349,-0.9001,Thriller
3099,1702604,The Mirror Crack'd,-0.1531,-0.4939,Thriller
1651,2593362,Highwaymen,-0.9287,-0.6908,Thriller
1739,7854762,The House with Laughing Windows,0.296,-0.946,Thriller
2293,3557065,Seraphim Falls,-0.34,-0.7579,Thriller
2588,28286964,Living in Bondage,-0.3818,-0.3818,Thriller
3466,13254862,The Vagrant,0.3182,-0.3612,Thriller
3189,473260,The Business of Strangers,0.2023,-0.6908,Thriller
1928,13914278,Nirakkoottu,-0.802,-0.4215,Thriller
1357,1346925,5 Card Stud,-0.5574,-0.6486,Thriller
3446,1198018,Rules of Engagement,-0.9201,-0.8979,Thriller
2487,8824700,Candyman 3: Day of the Dead,-0.9313,0.1027,Thriller
1013,8570240,The In Crowd,0.8176,0.6969,Thriller
3426,5610546,Lost Souls,0.2732,-0.2023,Thriller
3428,31173149,Burn Notice: The Fall of Sam Axe,-0.2023,0.7096,Thriller
376,22844430,A Good Baby,-0.6486,0.2732,Thriller
2451,17430659,Black Widow,0.91,-0.4767,Thriller
2059,8359558,Retribution,-0.6908,-0.8807,Thriller
2965,2318141,Mystery Street,-0.34,-0.9042,Thriller
2375,7668946,The Consequences of Love,-0.3182,0.4019,Thriller
359,2293553,Submerged,-0.8779,-0.3182,Thriller
1762,33383581,Sheesha,0.4019,0.2732,Thriller
3213,2002708,Oil Storm,-0.9136,0.3612,Thriller
2734,7926725,Stone,-0.6597,0.7003,Thriller
793,33061601,The Raid,-0.4404,-0.4019,Thriller
1970,7300880,Zzyzx,0.2263,-0.5423,Thriller
2744,885776,The Cable Guy,-0.2023,0.7845,Thriller
1624,5239682,10.5: Apocalypse,-0.7783,0.296,Thriller
487,9422274,Unlawful Entry,0.2263,-0.765,Thriller
3345,23014490,Satan in High Heels,0.3818,-0.6124,Thriller
21,5283066,King of the Ants,-0.4215,-0.4215,Thriller
2057,28010622,Lady Killer,0.4404,-0.2732,Thriller
223,7917619,The Mackintosh Man,0.4767,-0.7003,Thriller
2747,55325,Total Recall,-0.2023,0.4215,Thriller
70,26064019,Troublesome Night 19,-0.4019,-0.6908,Thriller
2470,15531705,Ma fille mon ange,-0.8316,0.0516,Thriller
2411,31578945,Nude Nuns with Big Guns,-0.7717,-0.6908,Thriller
407,7031132,Perfume: The Story of a Murderer,-0.8442,-0.4404,Thriller
2098,8153627,Cotton Comes to Harlem,-0.8658,-0.3182,Thriller
3070,1995696,Donnie Brasco,-0.5423,-0.6705,Thriller
588,6446061,Live and Let Die,-0.6705,0.743,Thriller
3291,300910,Sexy Beast,0.5106,-0.4215,Thriller
1750,3507894,Crimson Rivers II: Angels of the Apocalypse,-0.2263,0.34,Thriller
837,17435954,Sssshhh...,-0.6808,-0.7147,Thriller
3601,5676388,Unstoppable,0.6486,0.4939,Thriller
1509,28300006,Jahan Jaaeyega Hamen Paaeyega,-0.9186,0.2023,Thriller
994,1072060,Blood Work,-0.6486,-0.3818,Thriller
1301,4908352,Solaris,0.4939,-0.25,Thriller
2280,26723671,Charlie Chan and the Curse of the Dragon Queen,-0.128,-0.765,Thriller
2206,17528498,A Colt Is My Passport,0.34,0.0516,Thriller
2467,12135919,Tell No One,-0.8658,0.2732,Thriller
3249,32212761,Pups,-0.8126,-0.891,Thriller
3011,5730679,Chain of Command,0.3818,-0.6369,Thriller
652,22822904,Bindhaast,0.4767,0.1531,Thriller
176,1889426,Kiss Kiss Bang Bang,0.4019,0.4939,Thriller
2350,19267610,A Prize of Arms,-0.8074,0.5859,Thriller
689,35217514,End Play,-0.6597,-0.3612,Thriller
3461,2028217,Inland Empire,0.4939,0.3612,Thriller
2026,24739881,Ruckus,-0.5994,0.2732,Thriller
3105,6071715,Shadowboxer,-0.2263,-0.4939,Thriller
1785,679636,Abre los ojos,-0.5106,0.8074,Thriller
1473,16437578,Broken,0.1027,0.4404,Thriller
175,9541497,In Bruges,-0.7096,-0.25,Thriller
3269,67444,Half Past Dead,-0.9413,0.7184,Thriller
3259,4076352,Burial Ground: The Nights of Terror,-0.8074,0.2732,Thriller
1503,854942,Freeway,-0.4767,0.4588,Thriller
3361,13075853,Kabzaa,-0.4767,0.4019,Thriller
1710,1608670,Frailty,-0.0772,0.296,Thriller
2000,24888698,Locked In,0.6486,-0.8625,Thriller
2834,7548126,Gorilla at Large,0.1027,-0.8934,Thriller
3401,22541174,Conjurer,-0.5994,-0.5574,Thriller
284,17117633,I Dismember Mama,-0.4588,0.3182,Thriller
600,13771225,Change of Mind,-0.3612,0.2732,Thriller
1920,29823857,Sette note in nero,-0.6597,0.6486,Thriller
682,32880567,His Convict Bride,-0.4939,-0.5106,Thriller
1215,9543858,First Snow,0.1406,0.3818,Thriller
2105,1358544,Obsession,-0.4767,0.3182,Thriller
1410,25397721,5150 Elm's Way,0.3182,-0.6808,Thriller
3347,2418347,Rise: Blood Hunter,0.4019,0.5023,Thriller
1410,25397721,5150 Elm's Way,0.3182,-0.6808,Thriller
1186,1164579,Kiss the Girls,-0.296,-0.5423,Thriller
696,23911530,Hookers In Revolt,-0.4404,-0.3612,Thriller
3575,27963308,City Under Siege,0.4215,-0.4404,Thriller
3518,28992007,Illegal,-0.5574,-0.5574,Thriller
3022,2324841,Guilty Conscience,-0.3818,0.0772,Thriller
2851,733927,Outbreak,0.2023,0.4939,Thriller
1596,67417,Under Siege,-0.0258,-0.3612,Thriller
764,7944229,The Hunting Party,-0.7351,0.3612,Thriller
2431,2466050,Parts: The Clonus Horror,-0.5423,-0.7684,Thriller
1165,23257981,Sex and Lies in Sin City,-0.0258,-0.0258,Thriller
2467,12135919,Tell No One,-0.8658,0.2732,Thriller
3506,12276238,The Heist,-0.9169,-0.8176,Thriller
2340,875637,The Bad Sleep Well,-0.3818,0.0258,Thriller
1270,15804268,Final Approach,-0.6597,0.6249,Thriller
1998,3291478,Jamaica Inn,-0.34,0.4588,Thriller
947,255049,I Know What You Did Last Summer,0.8979,0.4767,Thriller
1670,4594202,Body Melt,0.5106,-0.8519,Thriller
1604,2020413,Savage Dawn,0.4939,0.1779,Thriller
392,2346581,Human Desire,-0.5574,-0.9001,Thriller
3131,20225956,Drowning Ghost,0.4019,0.3818,Thriller
772,14107883,Running Out of Time,-0.8316,0.6369,Thriller
165,9448041,El Fondo del Mar,-0.5118,-0.5574,Thriller
3319,697868,Dead Calm,-0.6597,-0.8126,Thriller
2501,25283667,Cash,0.4588,-0.128,Thriller
2344,30505726,Naan,0.5859,0.5499,Thriller
2833,28008719,The Black Ninja,-0.9118,-0.7717,Thriller
1282,19247108,Crown vs. Stevens,0.3612,0.6249,Thriller
2664,12139125,Red,0.4404,0.1695,Thriller
527,11125917,The Woman in Green,-0.5346,-0.6486,Thriller
2754,2253183,Gold,0.5106,0.5106,Thriller
3466,13254862,The Vagrant,0.3182,-0.3612,Thriller
428,13114104,The Uninvited,-0.8885,-0.128,Thriller
3043,9016141,Dead or Alive 2: Birds,-0.296,-0.8402,Thriller
2125,67423,Under Siege 2: Dark Territory,0.4215,0.0516,Thriller
3462,19801670,The Weapon,-0.2732,-0.8402,Thriller
1373,306195,The Net,0.3612,-0.5719,Thriller
2102,25811332,The Mind Benders,-0.802,-0.6908,Thriller
690,5999816,The Quiet American,0.4404,-0.8546,Thriller
3543,249838,Bound,0.0772,0.5499,Thriller
2302,33612606,Playing House,0.8555,0.4215,Thriller
346,3332886,The Unsaid,0.34,0.34,Thriller
1668,26249449,Black Tight Killers,-0.5994,0.6705,Thriller
1156,34985252,Derelict,-0.5574,0.4767,Thriller
2458,1332050,First Daughter,-0.802,0.875,Thriller
1438,23813576,Dead In The Water,-0.5574,-0.5574,Thriller
1202,602965,Sky Captain and the World of Tomorrow,0.3134,0.3182,Thriller
77,11161265,Games,0.8625,-0.296,Thriller
2099,26164214,The Girl in Black Stockings,0.4939,-0.6486,Thriller
751,6558325,The Hard Corps,-0.8225,0.296,Thriller
3242,23107879,While the Children Sleep,0.4019,0.2732,Thriller
1073,1278589,The Marine,-0.7845,0.5719,Thriller
840,3190591,Bulldog Jack,-0.6597,0.4939,Thriller
1188,17163571,The Mystery of Mr. Wong,0.2732,-0.9184,Thriller
2450,2006607,Green for Danger,-0.8834,-0.8834,Thriller
421,34287962,Transit,-0.4767,0.1027,Thriller
629,1227317,Silver City,0.4215,-0.1531,Thriller
3272,27044179,The Hanged Man,-0.802,-0.7876,Thriller
1693,5828557,Deepwater,0.25,-0.533,Thriller
2180,29747330,Teri Meherbaniyan,0.7269,0.9337,Thriller
3425,31193,THX 1138,0.0772,0.4995,Thriller
2122,3394318,Death Before Dishonor,0.6369,-0.9287,Thriller
2433,24014809,Ishqiya,0.25,-0.2023,Thriller
3029,15886402,The Final Destination,-0.8176,-0.7351,Thriller
92,28115795,Essential Killing,-0.8658,-0.5994,Thriller
1981,7133211,Catch a Fire,-0.4404,-0.7003,Thriller
134,3906643,The Corpse Vanishes,-0.8591,0.4215,Thriller
1486,18719108,Sundo,-0.8689,-0.9313,Thriller
695,13919299,The Devil’s Gift,-0.5574,-0.5994,Thriller
2257,6076089,Mister Foe,-0.6369,0.5423,Thriller
1384,11141776,Aadu Puli Atham,0.2023,-0.875,Thriller
1708,2439288,Farewell to the King,-0.7003,-0.6808,Thriller
3470,18974432,Lady in a Cage,-0.8074,0.0516,Thriller
2454,5735156,The Cat and the Canary,-0.765,-0.4019,Thriller
480,28063182,Last Will,-0.4939,0.3612,Thriller
2136,5209597,The Terminal Man,0.0498,-0.8555,Thriller
2580,12234659,Zombie Island Massacre,-0.8074,-0.296,Thriller
3607,380517,Maverick,-0.1531,0.7003,Thriller
1095,2083964,Let's Scare Jessica to Death,0.2263,-0.5043,Thriller
2398,27634924,Jesse Stone: Innocents Lost,0.6369,-0.4019,Thriller
209,29215207,Payanam,-0.4404,0.4404,Thriller
3038,24704005,Blind Faith,0.6908,0.505,Thriller
3548,28177876,Memories of Murder,-0.4767,-0.9201,Thriller
694,1958896,Empire,-0.4939,-0.2732,Thriller
1111,28222279,Doomwatch,-0.3182,0.25,Thriller
336,31330546,"Tinker, Tailor, Soldier, Spy",0.6808,0.6249,Thriller
191,7246171,La Monja,-0.7783,-0.6124,Thriller
661,9273330,Trois 2: Pandora's Box,-0.4588,0.6533,Thriller
1379,33471439,Grandmaster,-0.7096,0.2732,Thriller
447,4726,Batman,-0.836,-0.5106,Thriller
515,5573873,Bad Ronald,-0.0772,0.607,Thriller
290,921891,Cradle 2 the Grave,-0.4939,-0.5994,Thriller
3493,20907157,All Through the Night,-0.8519,-0.3182,Thriller
3465,12636214,Eyewitness,0.5423,-0.7964,Thriller
1261,11901104,Prom Night,-0.6486,-0.7906,Thriller
2947,26044505,The Flying Serpent,-0.891,-0.6486,Thriller
120,1226289,Bless the Child,-0.3818,0.0772,Thriller
2388,15177168,Asylum Days,-0.7964,-0.4939,Thriller
2417,3799386,Off Limits,-0.8316,-0.7717,Thriller
2573,2613497,Paycheck,0.5574,0.5267,Thriller
2552,8695943,Mauvais Sang,-0.164,0.4939,Thriller
3413,9013788,Kōshōnin,-0.5423,0.6369,Thriller
1401,2558669,The Memory of a Killer,-0.7964,-0.4767,Thriller
2222,25990872,1st to Die,-0.6486,-0.5574,Thriller
1453,1625624,Year of the Dragon,-0.8316,-0.2665,Thriller
3620,698242,Red Dragon,0.4019,0.5994,Thriller
3504,3390263,15 Minutes,-0.5106,0.6705,Thriller
1988,15703454,The Ruins,-0.631,-0.25,Thriller
1832,9299602,Lune de miel,-0.8402,-0.3543,Thriller
111,2951878,Two Small Bodies,-0.5106,-0.5106,Thriller
275,17349370,Scorched,-0.6249,-0.743,Thriller
146,20225590,Solstorm,-0.296,-0.6486,Thriller
3014,405152,Confidentially Yours,-0.6597,-0.029,Thriller
870,6099449,Moksha,-0.4585,-0.9136,Thriller
3403,11890652,Memory,0.25,0.9723,Thriller
1510,17275536,Two Men in Town,0.6369,0.7096,Thriller
1537,8295055,Death Train,0.3818,-0.4939,Thriller
2540,1631700,2009 Lost Memories,-0.8689,0.5106,Thriller
3245,5338985,Fingerprints,-0.8885,-0.765,Thriller
704,17949718,Dark Tower,-0.3612,-0.461,Thriller
2910,144161,Conspiracy Theory,0.4939,0.3818,Thriller
3097,34643778,The Dark Place,0.5423,0.2023,Thriller
2909,1140398,Blue Thunder,-0.9442,-0.7717,Thriller
1637,21810192,Salt,-0.8591,0.128,Thriller
499,11625269,Bambai Ka Babu,0.4767,0.3612,Thriller
2024,9464777,The Method,-0.2263,0.2732,Thriller
2872,29243068,The Night Invader,-0.2732,-0.3377,Thriller
2080,20827074,The Thirty Nine Steps,-0.2023,-0.743,Thriller
1485,33633066,The Presence,-0.2263,-0.5574,Thriller
3338,29026550,Strayed,-0.2732,-0.0258,Thriller
1829,15684115,The Brute Man,-0.802,0.3818,Thriller
715,13501099,Walk All Over Me,-0.128,-0.3612,Thriller
195,30080133,Ashokavana,0.8271,0.5574,Thriller
2674,29561731,Man on a Ledge,-0.2023,0.4404,Thriller
190,31683286,Page Eight,0.4939,-0.3182,Thriller
2419,1173339,Jaws 3-D,0.6249,0.7906,Thriller
79,11624498,Jaka Sembung,-0.2732,-0.4588,Thriller
1470,2419947,Sword of Gideon,-0.6908,0.7939,Thriller
2523,2139989,The Junkman,0.743,0.5859,Thriller
2609,27504596,White Night,-0.6597,-0.2263,Thriller
3096,3870912,Funny Games,0.3612,-0.6908,Thriller
42,77223,Dial M for Murder,0.3612,-0.1027,Thriller
278,27808552,In a Glass Cage,-0.9584,-0.6486,Thriller
2513,12794951,The Notorious Landlady,0.6369,-0.9451,Thriller
2572,73475,Force of Evil,0.5267,0.1027,Thriller
3577,295973,Stage Fright,0.25,-0.6249,Thriller
1511,1611590,Call Northside 777,-0.6597,0.34,Thriller
257,2642113,Time of Favor,0.7506,0.8934,Thriller
522,464189,Westworld,0.4144,-0.1511,Thriller
374,31721239,Nightwalking,0.4019,-0.5994,Thriller
1185,6123488,El Aura,-0.8316,-0.296,Thriller
1827,6415319,Cargo,-0.4019,-0.4767,Thriller
1588,376920,Bandini,-0.9042,-0.5848,Thriller
2030,451062,The Dead Zone,0.6369,0.4215,Thriller
1107,1860972,Impact,0.2023,0.7003,Thriller
445,667372,Harry Potter and the Goblet of Fire,-0.4215,-0.0516,Thriller
1831,26315867,I Can Make You Love Me,0.6369,-0.9186,Thriller
836,5644608,The Face of Fu Manchu,-0.8442,0.6369,Thriller
1754,26640409,Sl8n8,0.0516,-0.4336,Thriller
2649,3654271,Fantastic Four: Rise of the Silver Surfer,0.4939,0.5574,Thriller
1230,6629405,Stray Dog: Kerberos Panzer Cops,0.5423,-0.296,Thriller
2864,1102966,Killer's Kiss,-0.5994,0.5033,Thriller
2729,12064359,Cloverfield,0.5106,-0.5574,Thriller
309,15083715,Mantra,-0.4767,0.6908,Thriller
2526,13682670,Carved: The Slit Mouthed Woman,-0.3818,0.3612,Thriller
2856,26315574,Savages,0.5859,-0.6486,Thriller
2721,6446036,The Spy Who Loved Me,-0.2263,0.128,Thriller
1387,1721437,Sleeping Dogs Lie,-0.8225,-0.8555,Thriller
3479,23896772,Back to Back,-0.5994,-0.1531,Thriller
1043,19067593,The Italian Connection,-0.8834,0.8481,Thriller
985,22870525,Qurbaan,0.1027,0.6808,Thriller
2310,34639978,Im Banne des Unheimlichen,-0.4588,-0.9161,Thriller
3163,872386,Papillon,-0.872,-0.743,Thriller
3545,12313925,A Dandy in Aspic,-0.4939,0.4588,Thriller
1522,5989608,Wild Things 2,0.3612,-0.1779,Thriller
323,7142769,"Abbott and Costello Meet the Killer, Boris Karloff",-0.9062,-0.3818,Thriller
2855,24644996,The Screaming Woman,0.5423,0.4215,Thriller
237,4578695,Psycho,-0.7579,0.3612,Thriller
2347,10394241,Red: The Dark Side,-0.4767,-0.5859,Thriller
2181,32748561,Phhir,-0.1027,0.4215,Thriller
2469,5628441,Snake Eater,0.5719,0.4588,Thriller
2740,9263680,Juego de Niños,-0.6705,-0.7184,Thriller
1948,6529458,One Body Too Many,-0.25,-0.7717,Thriller
1271,16928777,Agnes of God,-0.6486,-0.6486,Thriller
2358,35537923,Accidental Meeting,0.0772,-0.4019,Thriller
3544,16368684,The Babysitter,0.743,0.4019,Thriller
232,18541737,The Bothersome Man,0.6808,-0.8591,Thriller
602,30582,The Sixth Sense,0.5859,0.4767,Thriller
2014,6446053,Dr. No,-0.6249,0.1779,Thriller
581,9803131,Calling Dr. Death,-0.8934,0.1027,Thriller
2247,11137167,Inkaar,0.3612,-0.0258,Thriller
1363,640643,Frankenstein's Daughter,0.1779,-0.836,Thriller
368,25928203,Prison Break,0.0577,-0.3612,Thriller
3243,2018332,The Street with No Name,0.3612,-0.7506,Thriller
2686,3820793,He Ran All the Way,-0.7717,0.4215,Thriller
1225,714334,Freddy vs. Jason,-0.4939,0.34,Thriller
2964,3682257,Murder on Flight 502,-0.6597,-0.7964,Thriller
1358,36030580,Playmaker,0.6486,-0.3818,Thriller
1184,36353137,The Canyons,-0.9477,-0.9477,Thriller
8,18906519,The Assassin,-0.1779,0.0516,Thriller
1175,29785,The Rock,-0.6486,-0.6705,Thriller
3315,13330521,This Sweet Sickness,-0.2732,0.1486,Thriller
999,27756406,Desperate Moment,-0.4767,-0.4767,Thriller
923,4280498,The Mad Doctor,-0.4939,0.3818,Thriller
1726,15290838,Fatal Move,0.5719,-0.7096,Thriller
1200,34305382,Priyappetta Nattukare,0.1027,-0.4019,Thriller
2075,5339358,The Rich Man's Wife,-0.2617,-0.2023,Thriller
3173,1064260,Thirteen Women,0.296,-0.6808,Thriller
3114,2291894,The Amazing Mr. X,-0.5994,-0.8793,Thriller
2295,1364751,On Dangerous Ground,0.5994,-0.6124,Thriller
